Age_Mons,SexIsF,SexIsM,EthnicityIsMiddleEastern,EthnicityIsWhiteEuropean,EthnicityIsHispanic,EthnicityIsBlack,EthnicityIsAsian,EthnicityIsSouthAsian,EthnicityIsNativeIndian,EthnicityIsOthers,EthnicityIsLatino,EthnicityIsMixed,EthnicityIsPacifica,Jaundice,Family_mem_with_ASD
0.2450389146855887,-0.20449606656127928,-0.30867910774358776,-0.33554333448950463,0.020642025275268372,0.6087117955326345,-0.873497890455395,-0.3093980133756538,0.09615182388728516,0.05510114556226975,-0.15664468972195128,0.5682179558618894,-0.12302560189161538,-0.19697463954398842,0.37765301661884587,-0.05940484369164689
0.2685117009308889,-0.3942847674411134,-0.1663510635018875,-0.4864704922954345,0.1422235973424592,0.6052565985653637,-0.8692696425585099,-0.29519700626112655,0.09180835346490701,0.060686311367841084,-0.19004998342829693,0.5827728222622175,-0.10980662228373772,-0.21873300088058611,0.4638524813605309,-0.0835528588159876
0.28328253353772737,-0.5752390865346023,-0.04673424098949608,-0.6540776744590613,0.2845474995959598,0.6094806249047074,-0.8655954233310064,-0.2888194734448123,0.08693432239937371,0.064048671057367,-0.22770747184529438,0.6113327166062745,-0.09723751675192116,-0.24715440873190753,0.5636628093896867,-0.08429398606416282
0.29280451237360516,-0.7637470831042901,0.06212019423933579,-0.8352044850618542,0.41066908697245086,0.6060186071394307,-0.8614395888912473,-0.27282652481863917,0.07923624758128356,0.06416217699509774,-0.2586539897418056,0.6384641387262467,-0.06481350926546381,-0.26722027291616157,0.6387527612770525,-0.10098542680664138
0.34197354662692814,-0.9455878033571352,0.2383159893903275,-1.0124543559984758,0.5260051228268903,0.6346056316595857,-0.8769446204944717,-0.24709171638818128,0.07273708264559497,0.09203507635668262,-0.27747254660654075,0.6728669984830091,-0.10923216877875325,-0.3072950782757793,0.7457464264105236,-0.09416731136957873
0.36372480914339606,-1.1065961190642453,0.3498370036088839,-1.1982462141646164,0.6363752021920623,0.6451150311008098,-0.8827965206590318,-0.22659571247368315,0.08426400035834436,0.09956109884925446,-0.29420172484714746,0.7040668954087446,-0.10942074099189036,-0.32859784357971145,0.8105687215193219,-0.11802991222609557
0.38785090530106264,-1.242333271379162,0.41170191118047983,-1.400835868207049,0.7405937812054193,0.6574814868478216,-0.8841316317600938,-0.20324059283762053,0.0941777926366354,0.09392921173994107,-0.3081068440478132,0.7334450629421152,-0.07987458945809217,-0.3413356776339056,0.873741497958469,-0.16825391866069922
0.42679689256978504,-1.3442827028404218,0.48572669991112605,-1.5927340840280197,0.8498095179823923,0.6760638953157113,-0.8817832922516856,-0.18921837503933964,0.10569658661382109,0.10043729678899871,-0.3035469135063005,0.7610546747404359,-0.09167983000446667,-0.35942273303407246,0.9836699946469603,-0.21336042520601028
0.43660351601422326,-1.4587764667392957,0.5325599341534861,-1.7768468710112713,0.955368169492894,0.6812831894623048,-0.8767542661548754,-0.18991731557653252,0.10503774376445152,0.09095861903233249,-0.2981880437677178,0.7853425065648144,-0.05843956813510198,-0.3688564181776781,1.0397002154423982,-0.27452497576154117
0.45826200554516466,-1.5648757154502115,0.570280664097865,-1.956037337582213,1.0317792002149049,0.687417741251912,-0.8603778103216024,-0.1585745974044658,0.10045402257259067,0.08480965324910034,-0.29673807739254676,0.8036341270654408,-0.03796162883512483,-0.37111343796279006,1.0978807272179754,-0.32242108923051416
0.4875395998917595,-1.6236946970537147,0.6226188561513069,-2.1129379949146787,1.0952355324335767,0.7066932730437936,-0.8529204664145544,-0.14215576015395764,0.09496990853676929,0.09098728463069189,-0.26025394501799703,0.8219164561447505,-0.05780390856731965,-0.37910671478357805,1.160204252149534,-0.38736647139478253
0.49638858227996757,-1.6891602955200993,0.6670332388495042,-2.277281134209449,1.1898136288654328,0.7137727478040312,-0.8344669202051335,-0.13827450896259263,0.10497198967764232,0.09224463725362009,-0.25390906982093586,0.8423251654190803,-0.06467646465851035,-0.38014576513549514,1.2271241033339577,-0.4689659877638586
0.5280765450937762,-1.7479710198022609,0.7001729740680577,-2.4322987838085854,1.2496952195240638,0.7191664573417909,-0.8198516590417959,-0.11418398379073164,0.10944864254479963,0.09423736620908074,-0.23297236146432315,0.8592372667771417,-0.06856410366263985,-0.3837088700791311,1.278489720292217,-0.5054547956265177
0.5855886477135894,-1.7642391513812985,0.7666487360469132,-2.6058127565560256,1.302544642297361,0.7316456447354789,-0.8059223423477235,-0.04981093584241747,0.1327123624496096,0.11624656903151709,-0.20525125140174905,0.8828492396070173,-0.12243197012837342,-0.4036857358856072,1.343629718833879,-0.5733953632922236
0.5905867174289174,-1.790765605842846,0.7840884389632561,-2.69518341520316,1.362712967915261,0.7322267103543495,-0.787260152624894,-0.049202340526265154,0.1039442215382208,0.11890941564586832,-0.17993599348766878,0.894407257176216,-0.13267247188717074,-0.40568205355134523,1.3840094001036873,-0.5793755251521147
0.6103215656917165,-1.8258593382299866,0.7910745850989922,-2.8748358233308973,1.4047144593072696,0.741285234364212,-0.7593077911845529,-0.02132275347618301,0.11847685027385013,0.11671623496837691,-0.15289778886257827,0.9093836147381349,-0.12469744600591828,-0.3988729259075272,1.427276421363779,-0.6786915391817296
0.5632355613480577,-1.8240286243462274,0.7007401651874647,-2.893819179484651,1.4356170310771827,0.7176705533440181,-0.7220907131480989,-0.08010944231955808,0.07913743684022867,0.08239931032436254,-0.1188129689276674,0.9059904958222977,-0.07496833363455213,-0.37147539940791163,1.4236331854391344,-0.7795248968023286
0.6308998431211109,-1.8337901167545354,0.8000020988825017,-3.038414182257163,1.4555860174732986,0.7433771348946498,-0.7054021473248485,-0.027242257406392023,0.11917141684028842,0.11935425669538646,-0.0810212694522581,0.9198056088294952,-0.1600750034526851,-0.38540904251316366,1.4921605676570084,-0.8062186970981144
0.5908816450672615,-1.8214273938011152,0.6931166926103274,-3.103234450690866,1.49703256346174,0.7174133105084399,-0.6612241583779054,-0.08000866685165853,0.09338263122487045,0.08533186199658704,-0.05158734925704095,0.9250962008117888,-0.10236605620304287,-0.3593621359696506,1.4702112379023689,-0.9037963155382243
