A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,Age_Mons,Qchat-10-Score,SexIsF,SexIsM,EthnicityIsMiddleEastern,EthnicityIsWhiteEuropean,EthnicityIsHispanic,EthnicityIsBlack,EthnicityIsAsian,EthnicityIsSouthAsian,EthnicityIsNativeIndian,EthnicityIsOthers,EthnicityIsLatino,EthnicityIsMixed,EthnicityIsPacifica,Jaundice,Family_mem_with_ASD,bias
0.1600493898841946,-8.34789732879573,-0.8042661691231718,-8.865808943143662,-1.9538157399670877,5.161533065166009,-1.3969105971315947,0.266467097258261,0.6381070109149174,-0.12069217224345322,-0.8124553643293364,61.28074738084044,-7.522264056586746,-2.3976209705419085,-6.614931983927711,-8.018308997161576,-4.890887171425671,-6.791185518749922,-4.446207620680745,-4.7558721394969306,4.964974091074656,3.0842239090629224,2.484540037473306,-3.8457374267155506,-1.5453640999772134,1.0907589594295921,3.6327170639986845
